Bakuretsu Tenshi,Gonzo,"Action,Adventure,Sci-Fi,Mecha",72000,6.81,https://cdn.myanimelist.net/images/anime/10/22647.jpg
Kono Minikuku mo Utsukushii Sekai,"Gainax,Shaft","Comedy,Drama,Romance,Sci-Fi,Ecchi",62000,6.73,https://cdn.myanimelist.net/images/anime/10/21035.jpg
Ragnarök The Animation,G&G Entertainment,"Action,Fantasy",50000,6.45,https://cdn.myanimelist.net/images/anime/10/2589.jpg
Mermaid Melody Pichi Pichi Pitch Pure,"Actas,Synergy Japan","Adventure,Comedy,Fantasy,Romance,Mahou Shoujo,Music,Shoujo",46000,7.24,https://cdn.myanimelist.net/images/anime/11/9778.jpg
Madlax,Bee Train,"Drama,Mystery,Supernatural,Military,Psychological",43000,7.1,https://cdn.myanimelist.net/images/anime/12/57237.jpg
Mahou Shoujo-tai Arusu,Studio 4°C,"Adventure,Comedy,Fantasy,Isekai",31000,7.15,https://cdn.myanimelist.net/images/anime/1934/140911.jpg
Mutsu Enmei Ryuu Gaiden: Shura no Toki,Studio Comet,"Action,Historical,Martial Arts,Samurai,Shounen",25000,7.59,https://cdn.myanimelist.net/images/anime/3/56847.jpg
Hanaukyou Maid-tai: La Verite,Daume,"Comedy,Romance,Ecchi,Harem,Shounen",24000,6.82,https://cdn.myanimelist.net/images/anime/8/10518.jpg
Saiyuuki Reload Gunlock,Pierrot,"Action,Adventure,Comedy,Drama,Supernatural,Mythology,Josei",24000,7.37,https://cdn.myanimelist.net/images/anime/1348/134419.jpg
Kenran Butou Sai: The Mars Daybreak,Bones,"Action,Adventure,Comedy,Romance,Sci-Fi,Mecha,Military",22000,7.22,https://cdn.myanimelist.net/images/anime/9/74046.jpg
Boukyaku no Senritsu,J.C.Staff,"Action,Adventure,Fantasy,Horror,Sci-Fi,Mecha,Psychological,Space,Super Power,Shounen",19000,6.38,https://cdn.myanimelist.net/images/anime/9/52679.jpg
Hi no Tori,Tezuka Productions,"Adventure,Drama,Sci-Fi,Supernatural,Historical",11000,7.39,https://cdn.myanimelist.net/images/anime/6/3622.jpg
Shinkon Gattai Godannar!! 2nd Season,"AIC ASTA,OLM","Comedy,Romance,Sci-Fi,Ecchi,Mecha",9200,7.03,https://cdn.myanimelist.net/images/anime/7/50669.jpg
Sensei no Ojikan: Dokidoki School Hours,"J.C.Staff,Studio Guts,Studio Matrix","Comedy,School",9000,6.84,https://cdn.myanimelist.net/images/anime/9/65565.jpg
Kinnikuman II Sei: Ultimate Muscle,Toei Animation,"Comedy,Sci-Fi,Sports,Combat Sports",8200,7.08,https://cdn.myanimelist.net/images/anime/9/22234.jpg
Hit wo Nerae!,"Imagin,Studio Live","Comedy,Ecchi",6900,5.81,https://cdn.myanimelist.net/images/anime/10/75237.jpg
Tetsujin 28-gou (2004),Palm Studio,"Adventure,Drama,Sci-Fi,Historical,Mecha,Shounen",6000,7.75,https://cdn.myanimelist.net/images/anime/13/53585.jpg
Duel Masters Charge,Studio Hibari,"Action,Adventure,Comedy,Kids",5800,6.35,https://cdn.myanimelist.net/images/anime/1914/105188.jpg
Pugyuru,Creators Dot Com,"Comedy,Fantasy,School",5500,6.05,https://cdn.myanimelist.net/images/anime/10/4405.jpg
